time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match,date,link
84, Navas is booked for his reaction to the challenge too. ,yellow_card,"[' Jesus Navas ', ' Yellow Card ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
84, Capaldo drags Navas down as the latter looks to break and is booked as tempers flare again. ,yellow_card,"[' N. Capaldo ', ' Yellow Card ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
82, Emotions are running high here and now Delaney is booked for a reckless challenge. ,yellow_card,"[' T. Delaney ', ' Yellow Card ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
80, Noah Okafor takes Adeyemi's spot for the visitors. ,substitution,"[' N. Okafor ', ' K. Adeyemi ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
80, Seiwald makes way for Nicolas Capaldo for Salzburg. ,substitution,"[' N. Capaldo ', ' N. Seiwald ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
79, There's movement on the Salzburg bench as they look to make their final few changes. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
77, Lamela with the rocket header! That edges to the left of the box. There's likely a handful of such chances left as we enter the final stretch of this game. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
75, Solet wrestles a low shot through the area and forces the save from Bounou. Salzburg still have plenty of hope of a winner here. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
73," Lamela has brought some needed zip down the side for Sevilla since coming on and now he unfurls a spot of neat work to earn a free-kick. That's what will keep the hosts in the game, even as it comes to only a close shot. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
71," Sevilla manager Julen Lopetegui has won 10 of his 14 home UEFA Champions League matches (D1 L3) across spells with FC Porto, Real Madrid and Sevilla. He had won 10 of his first 12 games on home soil but lost his last two, against Chelsea and Borussia Dortmund last season. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
69," There's been no penalties this half - what's going on? But Sevilla are slowly starting to show a little bit of forward drive. They may be on for something here, a point if they can hold their ground. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
67, Chukwubuike Adamu replaces Sesko for Salzburg now. ,substitution,"[' J. Adamu ', ' B. Sesko ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
65, Rafa Mir replaces Rakitic now for Sevilla. ,substitution,"[' Rafa Mir ', ' I. Rakitic ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
65, Rakitic is booked as he leaves the field too. ,yellow_card,"[' I. Rakitic ', ' Yellow Card ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
64," Out of nowhere, a long ball from the hosts almost unlocks Salzburg and the crowd comes to life. More of that spirit will get them back in full voice. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
62," This is increasingly belaboured from Sevilla. They'll be lucky to get a corner across the rest of this game, unless they can find a new gear with a man down. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
60," Adeyemi hooks a low shot in following a sustained spell of pressure, but the deflection takes it straight to Bounou's gloves. Good work from the shotstopper to read it. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
58, Erik Lamela replaces Gomez in Sevilla's latest change now. ,substitution,"[' E. Lamela ', ' P. Gomez ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
57," Salzburg miss an absolute sitter - but perhaps fortunately for them, the offside flag was up anyway. Sevilla need to find a way out of their own back third here. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
55, Sukic drags an effort wide to the right and then Seiwald sees an attempt blocked. Sevilla are being slowly pulled over the rack here. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
53," You'd have thought that this game had exhausted itself for twists and turns, but a red card - that really does throw a new spanner in the works. Salzburg will know that they have a major opportunity now. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
51, Salzburg now make their first change with Wober replaced by Kamil Piatkowski. ,substitution,"[' K. Piatkowski ', ' M. Wober ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
50," Extraordinary scenes - Sevilla are down to 10 men! En-Nesyri is off for a second yellow card! He goes down in the Salzburg box but the referee deems him to be the culprit and books him for what seems to be simulation, before showing him the red. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
49," Salzburg's 18 UEFA Champions League matches have seen, on average, 3.7 goals scored (30 for, 36 against), the highest goals-per-game average of any team to play in more than two campaigns in the competition. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
47," What a save from Bounou! Salzburg throw defence into attack early on, flash down the left wing and square inside for Sesko. The keeper makes a fantastic point-range stop to prevent his side from going behind for certain. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
46, We are back under way for the second half of this Champions League clash. Can either side break the penalty roulette wheel to find a winner in open play here? ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
46, Jordan has meanwhile made way for Thomas Delaney for Sevilla. ,substitution,"[' T. Delaney ', ' Joan Jordan ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
46," There's been a double change for the hosts too, with Lucas Ocampos on for Suso. ",substitution,"[' L. Ocampos ', ' Suso ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
," The happier man? Julen Lopetegui, surely. His side could be three goals down, but luck has intervened in the form of a wide penalty and a deflection off the post. They are very much in the position to go on and win this one. ",,,,half time summary,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
," A whopping four penalties - and only two converted - means that it is all square at the interval in Seville, with Salzburg unable to turn their three spot-kick advantage to tell on their hosts, who struck back late on from the spot themselves. At half-time, it is Sevilla 1-1 Salzburg. ",,,,half time summary,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
45 + 3, HALF-TIME: SEVILLA 1-1 SALZBURG ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
45 + 2," How close was En-Nesyri there?! With the final play of the half, Sevilla almost snatch the lead as he pounces on a goalkeeper error - but Kohn recovers in time to keep him at bay. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
45," Remarkably, we're just getting two extra minutes here. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
44, What a bonkers half this has been. Surely we're in for a fair few added minutes with all this drama. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
42," GOAL! IVAN RAKITIC CONVERTS THE PENALTY FOR SEVILLA! 1-1! That ties things back up! It's textbook stuff from the Croatian, smashed into the back of the net in the bottom-left corner. A lovely hit and we're all level. ",penalty_goal,"['', ' Penalty Goal ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
41," Now a penalty to Sevilla - but not without a VAR assist! This time, the call goes the way of the hosts after Wober clatters En-Nesyri. The hosts have a brilliant chance to strike back before the break. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
39," Three penalties in one half of football. This is the stuff of an absolute fever-dream. Salzburg could be miles ahead here but instead, this remains a one-goal game. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
37, Sucic hits the post! That right side of the goal is not the spot for Salzburg tonight as their goalscorer fails to double from the spot and hits the woodwork instead. ,penalty_miss,"['', ' Penalty Miss ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
36," Would you believe it - it is a third penalty to Salzburg! This time, it is Bounou who races off his line to the edge of the box and clobbers Adeyemi, leaving the referee to point to the spot. It is getting ridiculous, this. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
34, Carlos pivots to take a deflected ball around the visitors' penalty area and absolutely cleaves it into the stands. That's an effort troubling nobody. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
32, En-Nesyri feels he should have a shout for a penalty of his own after a scruffy challenge in the Salzburg box but the referee is unmoved by the crowd's pleas. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
30," Carlos has been a consistent presence for the hosts so far, running their lines out of the back. As they look to find an equaliser, he could play a major hand in their fortunes. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
28," This is becoming a very industrial game, with Solet the latest player on the wrong end of a hefty challenge. There could be an injury before too long in this one. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
26, En-Nesyri is booked after some confusion. Salzburg's subsequent set-piece comes to nothing too dangerous however and Sevilla are able to break back to halfway easily enough. ,yellow_card,"[' Y. En-Nesyri ', ' Yellow Card ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
25," Salzburg's first corner of the game comes to nothing but a moment later, they win a free-kick after a reckless tackle from Sevilla checks their stride near the edge of the box. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
23, Sevilla have only lost their first match in three of their previous 21 seasons in major UEFA European competition (W12 D6) and lost none of their last eight (W5 D3) since losing 1-0 to Paris Saint-Germain in the 2010-11 UEFA Europa League. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
21," GOAL! LUKA SUCIC CONVERTS THE PENALTY FOR SALZBURG! 1-0 TO THE VISITORS! This time, a change of spot-kick taker delivers, and it is duly lofted towards the left side of the net as Bounou goes the wrong way. Sevilla have to dig themselves out of an early blow here. ",penalty_goal,"[' L. Sucic ', ' Penalty Goal ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
19, Navas looks to track down Adeyemi as Salzburg break again - and once more the attacker is bowled over in the box. It's another penalty to the visitors! ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
17," Back-to-back chances for Sevilla! Though the set-piece brings nothing, Gomez is released by a long ball a moment later and blazes over. Then, En-Nesyri sticks an effort off target from close range in the box. The Spaniards are pressing. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
15," Now it is Salzburg's turn to pick up a yellow card, with Seiwald booked for a scratchy challenge on Jordan. A corner follows for the hosts. ",yellow_card,"[' N. Seiwald ', ' Yellow Card ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
13," Wide! Adeyemi goes for the bottom-right corner, and gets the power on it - but not the angle, putting it the wrong side of the post! A huge let-off for Sevilla early on here. ",penalty_miss,"[' K. Adeyemi ', ' Penalty Miss ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
12, Carlos bodychecks Adeyemi on the edge of the Sevilla box now and Salzburg have a promising set-piece opportunity. VAR has a look to see just where it was though - and it is a penalty! ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
12, Carlos is also booked for his challenge on Adeyemi as the latter steps up to take the resulting spot-kick. ,yellow_card,"[' Diego Carlos ', ' Yellow Card ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
10," Salzburg craft a swift counter - their first of the game - to regain some position in the field now, but Bounou has an easy collection down the other end as a pass is flashed into his box. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
